Animal #,Species,Primary Breed,Secondary Breed,Gender,Altered,Age in Months Intake,Age Group,Intake Condition,Intake Date,Intake Type,Intake Subtype,Reason,Agency Name,Outcome Date,Release Date,Outcome Type,Outcome Subtype,Outcome Reason,Outcome_Agency_Name
A38150220,Cat,Domestic Medium Hair,Mix,M,Yes,120.0,Senior,Normal,3/26/2018 12:41 PM,Owner/Guardian Surrender,For Adoption,Moving,,5/5/2018 1:14 PM,5/5/2018 1:14 PM,Adoption,Adoption Center,,
A38150220,Cat,Domestic Medium Hair,Mix,M,Yes,121.0,Senior,Normal,5/7/2018 11:35 AM,Return,Within Exchange Period,Allergies,,6/14/2018 11:24 AM,6/14/2018 11:24 AM,Adoption,Adoption Center,,
A38169686,Dog,"Retriever, Labrador",Mix,M,No,,Young,Normal,3/28/2018 1:39 PM,Stray,ACO / Police Drop Off,,,3/29/2018 10:47 AM,3/29/2018 10:47 AM,Return to Owner/Guardian,Stray Reclaim,,
A38173512,Cat,Domestic Longhair,Mix,F,Yes,11.0,Young,Normal,3/28/2018 7:07 PM,Owner/Guardian Surrender,For Adoption,Can't Afford,,2/21/2019 12:01 PM,2/21/2019 12:01 PM,Adoption,Adoption Center,,
A38193502,Dog,"Retriever, Labrador",Mix,M,Yes,82.0,Adult,Normal,3/31/2018 12:46 PM,Owner/Guardian Surrender,For Adoption,Health Issues/Human,,5/4/2018 4:04 PM,5/4/2018 4:04 PM,Adoption,Adoption Center,,
A38195178,Dog,"Retriever, Labrador",Beagle,F,Yes,36.0,Adult,Normal,3/31/2018 3:31 PM,Owner/Guardian Surrender,For Adoption,Can't find homes for litter,,4/25/2018 6:07 PM,4/25/2018 6:07 PM,Adoption,Adoption Center,,
A38195178,Dog,"Retriever, Labrador",Beagle,F,Yes,37.0,Adult,Normal,5/19/2018 12:06 PM,Return,Within Exchange Period,Other,,6/30/2018 12:56 PM,6/30/2018 12:56 PM,Adoption,Adoption Center,,
A38195191,Dog,Australian Shepherd,American Blue Heeler,M,Yes,1.0,Young,Normal,3/31/2018 3:31 PM,Owner/Guardian Surrender,For Adoption,Can't find homes for litter,,5/11/2018 3:03 PM,5/11/2018 3:03 PM,Adoption,Adoption Center,,
A38195197,Dog,Australian Shepherd,American Blue Heeler,M,Yes,1.0,Young,Normal,3/31/2018 3:31 PM,Owner/Guardian Surrender,For Adoption,Can't find homes for litter,,5/12/2018 12:59 PM,5/12/2018 12:59 PM,Adoption,Adoption Center,,
A38939417,Dog,Border Collie,Mix,F,Yes,1.0,Baby,Normal,6/23/2018 12:52 PM,Owner/Guardian Surrender,For Adoption,Other,,7/25/2018 4:18 PM,7/25/2018 4:18 PM,Adoption,Adoption Center,,
A38939425,Dog,Border Collie,Mix,F,Yes,1.0,Baby,Normal,6/23/2018 12:52 PM,Owner/Guardian Surrender,For Adoption,Other,,8/2/2018 2:40 PM,8/2/2018 2:40 PM,Adoption,Adoption Center,,
A38939440,Dog,Border Collie,Mix,M,Yes,1.0,Baby,Normal,6/23/2018 12:52 PM,Owner/Guardian Surrender,For Adoption,Other,,7/21/2018 2:50 PM,7/21/2018 2:50 PM,Adoption,Adoption Center,,
A38939440,Dog,Border Collie,Mix,M,Yes,5.0,Baby,Normal,10/27/2018 11:28 AM,Return,Beyond Exchange Period,Other,,11/21/2018 5:46 PM,11/21/2018 5:46 PM,Adoption,Adoption Center,,
A38939448,Dog,Border Collie,Mix,M,Yes,1.0,Baby,Normal,6/23/2018 12:52 PM,Owner/Guardian Surrender,For Adoption,Other,,8/8/2018 6:03 PM,8/8/2018 6:03 PM,Adoption,Adoption Center,,
A38939461,Dog,Border Collie,Mix,M,Yes,1.0,Baby,Normal,6/23/2018 12:52 PM,Owner/Guardian Surrender,For Adoption,Other,,7/27/2018 5:17 PM,7/27/2018 5:17 PM,Adoption,Adoption Center,,
A38943735,Cat,Domestic Shorthair,Mix,F,Yes,2.0,Baby,Normal,6/24/2018 10:33 AM,Stray,ACO / Police Drop Off,,,12/8/2018 3:42 PM,12/8/2018 3:42 PM,Adoption,Adoption Center,,
A38982417,Cat,Ragdoll,Mix,F,Yes,2.0,Young,Normal,6/28/2018 11:47 AM,Stray,ACO / Police Drop Off,,,8/2/2018 11:18 AM,8/2/2018 11:18 AM,Adoption,Adoption Center,,
A39003695,Cat,Domestic Medium Hair,Mix,M,Yes,2.0,Baby,Normal,6/30/2018 1:51 PM,Stray,ACO / Police Drop Off,,,7/21/2018 12:34 PM,7/21/2018 12:34 PM,Adoption,Adoption Center,,
A39003798,Dog,"Chihuahua, Long Coat",Mix,M,Yes,2.0,Baby,Normal,6/30/2018 1:45 PM,Owner/Guardian Surrender,For Adoption,Other,,7/14/2018 12:22 PM,7/14/2018 12:22 PM,Adoption,Adoption Center,,
A39003807,Dog,"Chihuahua, Long Coat",Mix,M,Yes,2.0,Baby,Normal,6/30/2018 1:45 PM,Owner/Guardian Surrender,For Adoption,Other,,7/21/2018 3:12 PM,7/21/2018 3:12 PM,Adoption,Adoption Center,,
A39003817,Dog,"Chihuahua, Long Coat",Mix,M,Yes,2.0,Baby,Normal,6/30/2018 1:45 PM,Owner/Guardian Surrender,For Adoption,Other,,7/21/2018 3:12 PM,7/21/2018 3:12 PM,Adoption,Adoption Center,,
A39004479,Dog,"Terrier, Boston",Mix,M,Yes,6.0,Young,Normal,6/30/2018 2:34 PM,Owner/Guardian Surrender,For Adoption,Other,,8/1/2018 6:07 PM,8/1/2018 6:07 PM,Adoption,Adoption Center,,
A39004501,Dog,Shih Tzu,Bichon Frise,M,Yes,47.0,Young,Normal,6/30/2018 2:34 PM,Owner/Guardian Surrender,For Adoption,Other,,7/28/2018 2:18 PM,7/28/2018 2:18 PM,Adoption,Adoption Center,,
A39004519,Dog,Shih Tzu,Bichon Frise,M,Yes,71.0,Adult,Normal,6/30/2018 2:34 PM,Owner/Guardian Surrender,For Adoption,Other,,8/6/2018 12:21 PM,8/6/2018 12:21 PM,Adoption,Adoption Center,,
A39004528,Dog,"Terrier, Yorkshire",Mix,M,Yes,113.0,Senior,Normal,6/30/2018 2:34 PM,Owner/Guardian Surrender,For Adoption,Other,,7/28/2018 4:29 PM,7/28/2018 4:29 PM,Adoption,Adoption Center,,
A39016305,Cat,Domestic Shorthair,Mix,F,Yes,1.0,Young,Normal,7/2/2018 1:48 PM,Stray,ACO / Police Drop Off,,,8/27/2018 2:32 PM,8/27/2018 2:32 PM,Transfer Out,For Adoption,For Adoption,"Langlade County Humane Society, Inc."
A39016320,Cat,Domestic Shorthair,Mix,M,Yes,1.0,Young,Normal,7/2/2018 1:48 PM,Stray,ACO / Police Drop Off,,,8/27/2018 2:32 PM,8/27/2018 2:32 PM,Transfer Out,For Adoption,For Adoption,"Langlade County Humane Society, Inc."
A39018064,Cat,Domestic Shorthair,Mix,F,No,,Adult,Unsocialized,7/2/2018 3:22 PM,Stray,ACO / Police Drop Off,,,7/2/2018 4:36 PM,,Euthanasia,Temperment,,
A39033384,Cat,Domestic Shorthair,Mix,M,No,,Baby,Normal,7/3/2018 11:49 AM,Stray,ACO / Police Drop Off,,,7/20/2018 3:19 PM,,Died,Ill,,
